
extDB3: https://bitbucket.org/torndeco/extdb3/wiki/Home
extDB3: Version: 1.031
extDB3: Windows Version
Message: All development for extDB3 is done on a Linux Dedicated Server
Message: If you would like to Donate to extDB3 Development
Message: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2SUEFTGABTAM2
Message: Also leave a message if there is any particular feature you would like to see added.
Message: Thanks for all the people that have donated.
Message: Torndeco: 18/05/15


extDB3: Found extdb3-conf.ini
extDB3: Detected 8 Cores, Setting up 6 Worker Threads
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...


[08:00:56:858611 +02:00] [Thread 13712] extDB3: MariaDBConnectorException: altislife: Can't connect to MySQL server on '127.0.0.1' (0)
[08:20:27:116535 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:03:341996 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:08:278153 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:13:199100 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:18:145227 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:23:070318 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:28:002457 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:32:937609 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:37:881825 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:42:825007 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:47:757172 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:52:697331 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:22:57:625452 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:02:651671 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:07:481472 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:12:418633 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:17:344721 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:22:289210 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:27:221254 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:32:152497 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:37:081555 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:42:019697 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:46:969843 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:51:894951 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:23:56:828124 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:01:768271 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:06:703442 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:11:643563 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:16:579710 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:21:512826 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:26:448967 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[08:24:31:979738 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198186551799'
[09:13:39:481988 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:13:40:746303 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:13:46:682062 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:13:51:661672 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:13:56:624897 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:01:610600 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:06:565744 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:11:594432 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:16:538232 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:21:452722 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:26:406879 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:31:326954 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:36:289165 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:41:285496 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:46:292745 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:51:463084 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:14:56:485039 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:01:571617 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:06:587982 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:11:665377 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:16:684748 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:21:774903 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:26:848377 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:31:862695 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:36:872104 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:41:945562 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:47:024085 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:15:52:043443 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198203094842'
[09:18:43:214434 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:18:45:514544 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:18:56:748413 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:01:726700 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:06:735030 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:11:777407 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:17:544733 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:23:479190 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:28:651357 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:33:571611 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:38:732379 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:51:066222 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:51:464287 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:19:57:619700 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:02:786447 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:07:765702 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:12:783053 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:17:823468 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:22:837816 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:28:264251 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:33:968457 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:39:132183 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:44:517513 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:49:926929 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:20:55:222029 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:00:466991 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:05:366031 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:10:445545 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:15:730253 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:21:577818 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:28:019955 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:33:536643 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:49:381658 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:49:381817 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:49:381910 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:54:303958 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:21:59:350343 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:04:402579 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:09:451020 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:14:553614 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:19:856716 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:25:024937 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:30:657224 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:35:881229 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:40:929665 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:46:385127 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:51:522872 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:22:56:561350 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:23:01:778235 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:23:06:847708 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
[09:23:12:103705 +02:00] [Thread 13712] extDB3: Error Unknown Protocol: 1472  Input String: 2:1472:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561197989167731'
